% X-coord,  Y-coord,  Polarization,  wavelength,  type, deviceID, params
3382,  3794,  TE,  1310,  device, BobbyZoupitch985duty550thickness350etch350
2717,  3794,  TE,  1310,  device, BobbyZoupitch950duty550thickness350etch350
2622,  4021,  TE,  1310,  device, BobbyZoupitch940duty575thickness350etch350
2622,  3794,  TE,  1310,  device, BobbyZoupitch945duty550thickness350etch350
2812,  4021,  TE,  1310,  device, BobbyZoupitch950duty575thickness350etch350
2487,  3794,  TE,  1310,  device, BobbyZoupitch940duty550thickness350etch3501
1003,  2073,  TE,  1550,  device, SebnemDogruMZI2
874,  2072,  TE,  1550,  device, SebnemDogruGC
874,  2322,  TE,  1550,  device, SebnemDogruMZI1

% X-coord, Y-coord, deviceID, padName, params

% X-coord, Y-coord, recipeID, params
